index,original_text_length,summary_text,summary_length_words,relevance_score,relevance_reason,conciseness_score,conciseness_reason,clarity_score,clarity_reason,overall_score
132,744,Клиент выражает благодарность за быструю и понятную активацию эскроу-счета с помощью приложения и подробными объяснениями сотрудника Софьи.,17,4.0,"Суммаризация хорошо передает основную мысль исходного текста – положительный опыт открытия эскроу-счета. Упомянуты ключевые моменты: благодарность, скорость активации, понятные объяснения сотрудника Софьи. 

Небольшой недочет: в оригинале упоминается, что клиент пришел в отделение, и что застройщик рекомендовал Дом.Рф. Эти детали не попали в суммаризацию, хотя и не являются критичными для понимания общего впечатления клиента. В целом, суммаризация достаточно точно и лаконично отражает суть исход",4.0,"Суммаризация хорошо укладывается в заданный диапазон по количеству слов (17 слов). Она лаконично передает основную мысль исходного текста – благодарность за быструю и понятную процедуру открытия эскроу-счета. Избыточных деталей или повторов нет. Можно было бы немного сократить, например, убрав слово ""понятную"", но это незначительный недочет. В целом, суммаризация выполнена качественно.",5.0,"Суммаризация очень ясная и понятная. Основная мысль – выражение благодарности за качественную работу с эскроу-счетом – передана четко и лаконично. В тексте нет сложных конструкций или двусмысленностей. Структура изложения проста и логична: клиент благодарит за конкретные действия (активацию счета) и отмечает положительные аспекты (скорость, понятность, помощь сотрудника). Все предельно ясно и не требует дополнительного контекста.",4.33
133,537,"Клиент с безупречной кредитной историей столкнулся с необъяснимой блокировкой счета и начислением пени из-за несанкционированных действий банка, несмотря на наличие средств и платежей по ипотеке.",25,4.0,"Суммаризация хорошо передает основную мысль исходного текста – проблему клиента с заблокированным счетом и начислением пени, несмотря на отсутствие просрочек и наличие средств. Указано на безупречную кредитную историю, что является важным фактом из оригинала. 

Небольшой недочет: в оригинале указаны конкретные даты обращений в банк (04.10 и 08.10.2025), а также номер ипотечного кредита. Хотя эти детали не критичны для понимания сути проблемы, их отсутствие немного снижает точность суммаризации. ",4.0,"Суммаризация находится в пределах заданного диапазона по длине (25 слов). Она хорошо передает суть проблемы клиента: блокировка счета, несмотря на положительную кредитную историю и наличие средств, а также начисление пени. 

Небольшой недочет – можно было бы чуть более лаконично выразить мысль, например, убрав слово ""несанкционированных"", так как из контекста и так понятно, что действия банка не были согласованы с клиентом. Но в целом, суммаризация выполняет свою функцию – кратко и информативно ",4.0,"Суммаризация в целом понятна и четко передает суть проблемы. Основная мысль – несправедливая блокировка счета и начисление пени клиенту с хорошей кредитной историей – легко улавливается. Структура изложения логична: сначала описывается клиент, затем проблема. 

Небольшой недочет – фраза ""несанкционированных действий банка"" может звучать немного расплывчато. Было бы лучше конкретизировать, что именно банк сделал (например, ""несанкционированных списаний средств"" или ""необоснованной блокировки""). О",4.0
134,349,"Клиент высоко оценил клиентоориентированность и вежливость сотрудников банка на Интернациональной, особенно поблагодарив управляющую Маргариту А.",15,5.0,"Суммаризация отлично передает ключевые аспекты исходного текста. В ней упомянуты: факт обращения в офис, положительная оценка клиентоориентированности и вежливости сотрудников, а также благодарность управляющей Маргарите А. Нет никакой информации, которой бы не было в оригинале, и основная мысль (выражение благодарности за качественное обслуживание) передана точно и лаконично. Суммаризация получилась краткой, но информативной.",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в заданный диапазон по количеству слов (15 слов), не содержит избыточных деталей и точно передает основную мысль исходного текста – благодарность за клиентоориентированность и вежливость сотрудников банка, с упоминанием управляющей. Лаконично и информативно.",5.0,"Суммаризация предельно ясна и понятна. Основная мысль – положительный отзыв клиента о работе сотрудников банка – передана четко и лаконично. В тексте нет сложных конструкций или двусмысленностей. Структура проста и логична: указан источник положительной оценки (клиент), отмечены положительные качества (клиентоориентированность и вежливость), и конкретно назван сотрудник, получивший похвалу (Маргарита А.). Все это делает текст легко воспринимаемым и информативным.",5.0
135,1782,"Клиент высоко оценил оперативное, понятное и индивидуальное обслуживание при оформлении ипотеки, особенно отметив компетентность сотрудника Яны В. и удобное расположение офиса с МФЦ.",23,5.0,"Суммаризация отлично передает ключевые моменты исходного текста. В ней упомянуты: высокая оценка клиентом обслуживания, оперативность и понятность процесса, индивидуальный подход, компетентность сотрудника Яны В., а также удобство расположения офиса с МФЦ. Нет никакой информации, которой бы не было в оригинале. Основная мысль – положительный опыт оформления ипотеки – передана четко и лаконично. Суммаризация получилась информативной и отражает суть отзыва.",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в заданный диапазон по количеству слов (23 слова), не содержит избыточных деталей или повторов и точно передает основную мысль исходного текста – положительный опыт оформления ипотеки с акцентом на оперативность, удобство и профессионализм сотрудников. Лаконично и информативно.",5.0,"Суммаризация очень ясная и понятная. Основная мысль – положительный отзыв клиента об ипотечном обслуживании – передана четко и лаконично. Нет сложных конструкций или двусмысленностей. Структура простая и логичная: сначала общая оценка, затем конкретные положительные моменты (оперативность, понятность, индивидуальный подход, компетентность сотрудника, удобство расположения). Все изложено очень четко и не требует дополнительного контекста.",5.0
136,1411,"Клиентка Сбербанка столкнулась с неправомерным навязыванием пакета ДомКлик под угрозой повышения ставки по семейной ипотеке и требует отмены услуги, считая ее незаконной и противоречащей условиям государственной программы.",27,4.0,"Суммаризация хорошо передает основную мысль исходного текста – неправомерное навязывание услуги ДомКлик и требование клиента об отмене. Указаны ключевые факты: навязывание под угрозой повышения ставки, ссылка на семейную ипотеку и несоответствие услуги ""Своя ставка"". 

Небольшой недочет – в оригинале упоминается отсутствие чека и проблемы с получением информации в мобильном банке, что подчеркивает давление и затруднения, с которыми столкнулась клиентка. Это не критично, но могло бы усилить впеча",4.0,"Суммаризация хорошо передает суть проблемы, укладываясь в приемлемый объем (27 слов – незначительное превышение). Основная мысль о неправомерном навязывании услуги и требовании отмены сохранена. Можно было бы немного сократить, например, убрав фразу ""считая ее незаконной и противоречащей условиям государственной программы"", так как это подразумевается из контекста. Но в целом, суммаризация информативна и лаконична.",5.0,"Суммаризация очень ясная и понятная. Основная мысль четко сформулирована: клиентка столкнулась с неправомерными действиями банка, связанными с навязыванием услуги, и требует ее отмены. В тексте нет сложных конструкций или двусмысленностей. Структура изложения логична: сначала описывается проблема (навязывание пакета), затем – требование клиентки. Все изложено кратко и по существу.",4.33
137,1319,"Клиент столкнулся с некорректной информацией от сотрудника, но благодаря вмешательству другого сотрудника вопрос о сокращении срока ипотеки с использованием маткапитала был успешно решен.",23,4.0,"Суммаризация хорошо передает основную мысль исходного текста – клиент столкнулся с проблемой при использовании материнского капитала для сокращения срока ипотеки, но благодаря другому сотруднику банка вопрос был решен. Все ключевые факты присутствуют: первоначальная некорректная информация, вмешательство другого сотрудника и успешное решение проблемы. 

Небольшой недочет – в оригинале подчеркивается, что клиент является давним зарплатным клиентом ВТБ и пользуется другими продуктами банка, что го",4.0,"Суммаризация хорошо укладывается в заданный диапазон по количеству слов (23 слова). Она лаконично передает суть ситуации: первоначальная проблема с информацией, последующее решение благодаря другому сотруднику. Избыточных деталей или повторов нет. Можно было бы немного сократить, например, убрав слово ""первоначальная"", но это незначительный недочет. В целом, суммаризация информативна и легко читается.",4.0,"Суммаризация в целом понятна и передает основную мысль о решении вопроса клиента. Структура изложения логична: сначала проблема (некорректная информация), затем решение (вмешательство сотрудника и успешное использование маткапитала). 

Небольшой недочет – фраза ""вопрос о сокращении срока ипотеки с использованием маткапитала"" звучит немного громоздко. Можно было бы упростить до ""вопрос о сокращении срока ипотеки за счет маткапитала"". Однако, это незначительная деталь, не влияющая на общее пониман",4.0
138,392,"Клиент выражает благодарность за быстрое и вежливое обслуживание при оплате ипотеки в обход ареста, отметив отсутствие очереди и профессионализм сотрудников.",20,4.0,"Суммаризация хорошо передает основную мысль исходного текста – благодарность за быстрое и вежливое обслуживание при оплате ипотеки. Указаны ключевые моменты: скорость обслуживания, отсутствие очереди и вежливость сотрудников. 

Небольшой недочет: в оригинале упоминается, что оплата производилась ""в обход ареста как 3 лицо на счёт секъюритизации"". В суммаризации это упрощено до ""при оплате ипотеки в обход ареста"". Хотя суть сохранена, потеряна некоторая конкретика. В целом, это незначительное упу",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в требуемый диапазон длины (20 слов), не содержит избыточных деталей или повторов и точно передает основную мысль исходного текста – благодарность за быстрое и вежливое обслуживание при оплате ипотеки в нестандартной ситуации. Лаконично и информативно.",5.0,"Суммаризация очень ясная и понятная. Основная мысль – благодарность клиента за качественное обслуживание – передана четко и лаконично. В тексте нет сложных конструкций или двусмысленностей. Структура изложения логична: сначала указано, за что выражается благодарность (быстрое и вежливое обслуживание), затем конкретизируется ситуация (оплата ипотеки в обход ареста) и подчеркиваются положительные аспекты (отсутствие очереди, профессионализм сотрудников). Текст не требует дополнительного контекста ",4.67
139,626,Клиент выражает благодарность за оперативное решение вопроса об увеличении платежа по ипотеке и отмечает необходимость оформления заявления при каждой доплате сверх договорной суммы.,23,5.0,"Суммаризация отлично передает ключевые факты из исходного текста: клиент обратился с вопросом по ипотеке, получил консультацию и решение от оператора Екатерины, а также узнал о необходимости подачи заявления при каждом увеличении платежа. В суммаризации нет информации, отсутствующей в оригинале, и основная мысль (благодарность за решение вопроса и информирование о процедуре доплаты) передана точно и лаконично.",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в заданный диапазон по количеству слов (23 слова), не содержит избыточных деталей или повторов и точно передает основную мысль исходного текста: клиент благодарит за решение вопроса об увеличении платежа по ипотеке и понимает необходимость подачи заявления при каждой доплате. Текст лаконичен и информативен.",4.0,"Суммаризация в целом понятна и четко передает основную мысль: клиент доволен решением вопроса с доплатой по ипотеке и осознает необходимость подачи заявления при каждой дополнительной оплате. 

Небольшой недочет – фраза ""сверх договорной суммы"" может быть не совсем понятна для человека, не знакомого с контекстом ипотечного кредитования. Хотя, в целом, смысл ясен. Структура изложения логична и последовательна.",4.67
140,2010,"Клиент крайне недоволен задержкой рассмотрения ипотеки, нарушением сроков и обещаний банка, что привело к риску срыва сделки по недвижимости и требует замены менеджера.",23,4.0,"Суммаризация хорошо передает основную мысль исходного текста – недовольство клиента задержками и нарушением сроков рассмотрения ипотеки, что ставит под угрозу сделку. Указан и запрос на замену менеджера. 

Небольшой недочет: в оригинале упоминается конкретный срок, до которого нужно заключить сделку (12 ноября), что подчеркивает остроту проблемы. В суммаризации это не отражено, хотя и не является критичной ошибкой. Также, в оригинале есть упоминание о сгорании залога, что является важной деталью",4.0,"Суммаризация хорошо укладывается в заданный диапазон слов (23 слова). Она четко передает основную мысль исходного текста – недовольство клиента задержками и риском срыва сделки. Избыточных деталей или повторов нет. Можно было бы немного сократить, например, убрав слово ""конкретно"", но это незначительный недочет. В целом, суммаризация лаконична и информативна.",5.0,"Суммаризация очень ясная и понятная. Основная мысль (недовольство клиента из-за проблем с ипотекой и требование замены менеджера) передана четко и лаконично. В тексте нет сложных конструкций или двусмысленностей. Структура изложения логична: сначала указана проблема (задержка и нарушение обещаний), затем – последствия (риск срыва сделки) и, наконец, требование клиента. Все это делает текст легко воспринимаемым и не требующим дополнительного контекста.",4.33
141,411,"Клиент недоволен скрытым условием обязательного продления сервиса Дом.клик для сохранения ипотечной ставки, считая это обманом и требуя фиксации первоначальной ставки.",20,5.0,"Суммаризация отлично передает суть исходного текста. В ней четко указаны все ключевые факты: недовольство клиента условием о продлении сервиса Дом.клик, его восприятие этого как обмана и требование зафиксировать первоначальную ставку. Нет никакой дополнительной информации, которой не было в оригинале, и основная мысль передана точно и лаконично. Суммаризация краткая, но при этом полностью отражает суть проблемы, изложенной в исходном тексте.",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в требуемый диапазон длины (20 слов), не содержит избыточных деталей или повторов и точно передает основную мысль исходного текста – недовольство клиента скрытым условием и требование зафиксировать ставку. Лаконично и информативно.",5.0,"Суммаризация очень ясная и понятная. Основная мысль четко сформулирована: клиент недоволен условием продления сервиса и считает это обманом, требуя сохранения первоначальной ставки. В тексте нет сложных конструкций или двусмысленностей. Структура изложения логична и последовательна: сначала описывается недовольство клиента, затем его требование. Все предельно ясно и не требует дополнительного контекста.",5.0
142,2393,"Клиент вынужден был подписать ипотечный договор Сбербанка с навязанной подпиской ""Домклик Плюс"" и страхованием, что противоречит закону и решению ФАС, и теперь добивается пересмотра условий через различные инстанции.",28,4.0,"Суммаризация хорошо передает основную мысль исходного текста – клиента вынудили подписать ипотечный договор с неправомерными условиями (навязанная подписка ""Домклик Плюс"") и он пытается оспорить эти условия через различные инстанции. 

Все ключевые факты присутствуют: факт принудительного подписания, суть нарушения (навязанная подписка и страхование), и дальнейшие действия клиента по обращению в различные инстанции. 

Незначительный недочет: в оригинале упоминается, что ситуация произошла на фон",4.0,"Суммаризация хорошо передает суть проблемы и укладывается в приемлемый объем (28 слов, незначительно превышает заданный предел). Можно было бы немного сократить, убрав, например, фразу ""и теперь добивается пересмотра условий"", так как это подразумевается из контекста. В целом, текст лаконичен и информативен, передает ключевую проблему клиента и его действия.",4.0,"Суммаризация в целом понятна и четко передает суть проблемы. Основная мысль – клиент столкнулся с навязанными услугами при оформлении ипотеки и пытается это оспорить – легко улавливается. Структура изложения логична: сначала описывается факт навязывания, затем – действия клиента. 

Небольшой недочет – фраза ""противоречит закону и решению ФАС"" звучит немного обобщенно. Было бы лучше указать, какому конкретно закону и решению ФАС это противоречит, для большей ясности. Однако, для краткой суммариза",4.0
143,1243,"Клиент крайне недоволен работой поддержки ТБанка, критикуя полную некомпетентность сотрудников, отсутствие доступа к информации и систематические задержки/закрытия заявок без решения проблем.",21,5.0,"Суммаризация отлично передает основную мысль исходного текста – крайнее недовольство клиента работой поддержки ТБанка. В ней упомянуты все ключевые факты: некомпетентность сотрудников, отсутствие доступа к информации, систематические задержки и закрытие заявок без решения проблем. Нет никакой информации, которой бы не было в оригинале. Суммаризация лаконична и точно отражает суть жалобы.",4.0,"Суммаризация хорошо укладывается в заданный диапазон по количеству слов (21 слово). Она точно передает основную мысль исходного текста – крайнее недовольство клиента работой поддержки ТБанка, подчеркивая некомпетентность сотрудников и проблемы с обработкой заявок. 

Небольшой недочет – можно было бы чуть более лаконично выразить некоторые моменты, например, убрав слово ""систематические"", так как из контекста и так понятно, что задержки происходят регулярно. Но в целом, суммаризация выполнена кач",5.0,"Суммаризация очень четкая и понятная. Основная мысль – крайне негативное отношение клиента к работе поддержки ТБанка – передана лаконично и недвусмысленно. Используемые слова и фразы простые и понятные, нет сложных конструкций или двусмысленностей. Структура изложения логична: сначала указано общее недовольство, затем перечислены конкретные претензии (некомпетентность, отсутствие информации, проблемы с заявками). Все это делает текст легко воспринимаемым и информативным.",4.67
144,3119,"Клиентка Сбербанка утверждает, что банк навязал ей обязательную и дорогостоящую подписку ""Домклик Плюс"" при оформлении ипотеки, нарушая антимонопольное законодательство и права потребителей, несмотря на решение ФАС.",26,4.0,"Суммаризация хорошо передает основную мысль исходного текста – навязывание банком ""Домклик Плюс"" при ипотеке и последующее нарушение прав потребителя, несмотря на решение ФАС. Все ключевые факты присутствуют: факт навязывания подписки, ссылка на решение ФАС, нарушение антимонопольного законодательства и прав потребителей. 

Небольшой недочет – в оригинале упоминается конкретная сумма годовой стоимости подписки (27 786,06 рублей), что могло бы усилить впечатление от нарушения. Также, в оригинале ",4.0,"Суммаризация хорошо передает суть исходного текста и укладывается в приемлемый объем слов (26 слов – незначительное превышение). Можно было бы немного сократить, убрав, например, слово ""клиентка"", заменив на ""заемщик"" или просто ""человек"", но в целом, текст лаконичен и информативен. Основная мысль о навязывании подписки и нарушении прав потребителя сохранена.",4.0,"Суммаризация достаточно ясна и понятна. Основная мысль – клиентка Сбербанка считает, что банк нарушил закон, навязав ей платную подписку – передана четко. Структура изложения логична: сначала описывается ситуация (навязанная подписка), затем указывается, что это нарушение (антимонопольное законодательство и права потребителей), и в конце упоминается, что это происходит несмотря на решение ФАС. 

Небольшой недочет – фраза ""нарушая антимонопольное законодательство и права потребителей"" звучит немн",4.0
145,959,"Клиент высоко оценил профессионализм, внимательность и чуткость сотрудника ипотечного отдела, особенно отмечая умение объяснять сложные вещи простым языком и созданную атмосферу доверия.",22,5.0,"Суммаризация отлично передает все ключевые аспекты исходного текста. В ней упомянуты все основные моменты благодарности: профессионализм, внимательность, умение объяснять сложные вещи простым языком и создание атмосферы доверия. Нет никакой информации, которой бы не было в оригинале, и основная мысль – выражение благодарности сотруднику и положительная оценка работы банка – передана точно и лаконично. Суммаризация получилась краткой, но при этом информативной и полностью отражает суть исходного ",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в требуемый диапазон длины (22 слова), не содержит избыточных деталей или повторов и при этом четко передает основную мысль исходного текста – высокую оценку клиентом работы сотрудника ипотечного отдела. Подчеркнуты ключевые аспекты похвалы: профессионализм, понятное объяснение сложных вопросов и создание доверительной атмосферы.",5.0,"Суммаризация очень ясная и понятная. Основная мысль – положительная оценка работы сотрудника ипотечного отдела – передана четко и недвусмысленно. В тексте нет сложных конструкций или двусмысленностей. Структура изложения логична: сначала указано общее впечатление клиента, затем конкретизированы положительные качества сотрудника. Текст лаконичен и информативен.",5.0
146,551,"Клиент крайне недоволен полным отсутствием клиентоориентированности, некомпетентностью сотрудников и неспособностью службы поддержки решать проблемы, что вызывает крайнее разочарование.",18,5.0,"Суммаризация отлично передает основную мысль исходного текста – крайнее недовольство клиента работой Т-Банка. В ней упомянуты все ключевые факты: отсутствие клиентоориентированности, некомпетентность сотрудников и неспособность службы поддержки решать проблемы. Нет никакой информации, которой бы не было в оригинале. Суммаризация лаконична и точно отражает негативный тон отзыва.",4.0,"Суммаризация хорошо укладывается в заданный диапазон по количеству слов (18 слов). Она точно передает основную мысль исходного текста – крайнее недовольство клиента качеством обслуживания Т-Банка. В тексте нет избыточных деталей или повторов. Можно было бы немного сократить, например, убрав слово ""крайнее"" в начале, но это незначительный недочет. В целом, суммаризация лаконична и информативна.",4.0,"Суммаризация достаточно ясна и четко передает основную мысль – клиент крайне недоволен обслуживанием. Структура простая и логичная: констатируется недовольство и перечисляются причины. 

Небольшой недочет – использование слова ""крайне"" дважды в коротком тексте может показаться избыточным и немного утяжеляет восприятие. Можно было бы заменить одно из них на синоним или убрать вовсе, чтобы сделать текст еще более лаконичным. Однако, это незначительный момент, не влияющий на общую понятность.",4.33
147,364,"Клиент высоко оценил слаженную и быструю работу банка, включая открытие счета, оформление страховки и вежливую консультацию менеджера при оформлении ипотеки.",20,4.0,"Суммаризация хорошо передает основную мысль исходного текста – положительный опыт клиента при оформлении ипотеки в Абсолют банке. Упомянуты ключевые этапы (открытие счета, страховка, консультация менеджера) и подчеркнута скорость и качество обслуживания. 

Небольшой недочет: в оригинале упоминается внесение денег в кассе, что не отражено в суммаризации. Хотя это и не критично, но это небольшая деталь, которая могла бы сделать суммаризацию более полной. В целом, суммаризация точна, не содержит вы",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в требуемый диапазон длины (20 слов), не содержит избыточных деталей или повторов и точно передает основную мысль исходного текста – положительный опыт клиента при оформлении ипотеки в Абсолют банке. Лаконично и информативно.",5.0,"Суммаризация очень ясная и понятная. Основная мысль – положительная оценка работы банка клиентом – передана четко и недвусмысленно. Предложения короткие и простые, без сложных конструкций. Структура изложения логична: сначала общее впечатление, затем перечисление конкретных аспектов, которые клиент оценил. Нет никаких двусмысленностей или неясностей.",4.67
148,923,"Клиент, победивший в торгах по залоговому имуществу Сбербанка, просит ускорить снятие ипотечного обременения с приобретенной квартиры, что необходимо для распоряжения собственностью.",21,4.0,"Суммаризация хорошо передает основную мысль исходного текста – просьбу о снятии ипотечного обременения с приобретенной на торгах квартиры. В ней упомянуты ключевые факты: участие в торгах, приобретение имущества Сбербанка, необходимость снятия обременения для распоряжения собственностью. 

Небольшой недочет – в оригинале указаны конкретные данные о квартире (адрес, площадь, данные должника) и дата торгов. В суммаризации эти детали опущены, что снижает информативность, но не искажает основную сут",5.0,"Суммаризация полностью соответствует заданным критериям. Она укладывается в заданный диапазон длины (21 слово), не содержит избыточных деталей и точно передает основную мысль исходного текста – просьба о снятии обременения с приобретенной на торгах квартиры. Текст лаконичен, информативен и легко воспринимается.",4.0,"Суммаризация в целом понятна и четко передает суть запроса клиента. Основная мысль – просьба об ускорении снятия обременения – легко улавливается. Структура изложения логична: сначала указывается, кто обращается (победитель торгов), затем что он приобрел (квартира, ранее под залогом), и наконец, в чем заключается его просьба.

Небольшой недочет – фраза ""для распоряжения собственностью"" звучит немного официально и может быть заменена на более простое ""чтобы распоряжаться квартирой"" или ""чтобы ста",4.33
